,Voltage,Current
0,2.9897410845139225,0.004904817118988901
1,2.9213483146067416,0.004944055655940811
2,2.8138739618954567,0.004708624434229344
3,2.804103566194431,0.004669385897277434
4,2.8138739618954567,0.0047282437027053
5,2.784562774792379,0.004885197850512945
6,2.892037127503664,0.005159867609176323
7,2.7405959941377627,0.005120629072224412
8,2.7259404005862238,0.004708624434229344
9,2.7503663898387885,0.004669385897277434
10,2.7454811919882753,0.005022532729844634
11,2.799218368343918,0.004924436387464856
12,2.8236443575964825,0.004787101508133167
13,2.7357107962872496,0.005081390535272501
14,2.691744015632633,0.005179486877652279
15,2.804103566194431,0.005022532729844634
16,2.9213483146067416,0.005179486877652279
17,2.896922325354177,0.004845959313561033
18,2.68685881778212,0.0048655785820369895
19,2.784562774792379,0.005042151998320589
20,2.81875915974597,0.004708624434229344
21,2.8382999511480214,0.005002913461368679
22,2.716170004885198,0.0047282437027053
23,2.7454811919882753,0.005042151998320589
24,2.794333170493405,0.005120629072224412
25,2.8578407425500734,0.004708624434229344
26,2.7454811919882753,0.0046497666288014775
27,2.6331216414264778,0.004630147360325522
28,2.7601367855398142,0.004806720776609122
29,2.6575476306790424,0.004590908823373611
30,2.8871519296531507,0.0047282437027053
31,2.81875915974597,0.0048655785820369895
32,2.784562774792379,0.004532051017945744
33,2.6526624328285293,0.005002913461368679
34,2.8138739618954567,0.004944055655940811
35,2.618466047874939,0.005081390535272501
36,2.6477772349780166,0.0047478629711812555
37,2.7650219833903273,0.004885197850512945
38,2.6135808500244258,0.005002913461368679
39,2.6526624328285293,0.004983294192892723
40,2.7454811919882753,0.005022532729844634
41,2.892037127503664,0.004826340045085078
42,2.882266731802638,0.0049636749244167675
43,2.848070346849047,0.0045516702864217
44,2.8089887640449436,0.004473193212517877
45,2.681973619931607,0.004904817118988901
46,2.6428920371275035,0.004512431749469788
47,2.774792379091353,0.004610528091849566
48,2.594040058622374,0.004845959313561033
49,2.696629213483146,0.004944055655940811
50,2.81875915974597,0.0048655785820369895
51,2.711284807034685,0.0049636749244167675
52,2.76990718124084,0.004610528091849566
53,2.7210552027357107,0.004904817118988901
54,2.7063996091841718,0.004787101508133167
55,2.5647288715192964,0.004512431749469788
56,2.6722032242305813,0.0045516702864217
57,2.7405959941377627,0.004630147360325522
58,2.6575476306790424,0.0048655785820369895
59,2.7063996091841718,0.004492812480993833
60,2.7796775769418662,0.00441433540709001
61,2.81875915974597,0.004394716138614055
62,2.7210552027357107,0.004944055655940811
63,2.677088422081094,0.004375096870138099
64,2.5500732779677575,0.004453573944041922
65,2.6038104543234,0.0043358583331861884
66,2.677088422081094,0.004394716138614055
67,2.68685881778212,0.004669385897277434
68,2.6526624328285293,0.004610528091849566
69,2.5549584758182706,0.004375096870138099
70,2.5647288715192964,0.004394716138614055
71,2.691744015632633,0.004296619796234277
72,2.5842696629213484,0.00441433540709001
